Fecha,Temperatura,Precipitación,Humedad
2010-01-01,17.440675196366236,10.957481997233586,52.38463748841593
2010-01-02,25.75946831862097,5.3156276517729895,30.63352983123037
2010-01-03,20.138168803582197,15.317706093986718,41.49671457625978
2010-01-04,17.244159149844844,13.151007718300209,90.68470436022656
2010-01-05,11.182739966945237,16.41366719923173,22.11642167691392
2010-01-06,22.294705653332805,13.359969520448349,29.41516539922381
2010-01-07,11.879360563134624,9.038980207390308,15.462342364843986
2010-01-08,14.889295723531715,9.9016035987084,54.35906079674394
2010-01-09,38.18313802505146,1.112009295385179,57.64696423940397
2010-01-10,9.172075941288885,6.158725053507319,52.68883066268545
2010-01-11,29.586251904133228,0.9251695513323744,13.09736581704741
2010-01-12,16.444745987645224,8.600541415040748,96.52083989625434
2010-01-13,18.40222805469661,4.515998237809606,85.96696282029072
2010-01-14,36.27983191463305,14.07295216583979,83.83366973058958
2010-01-15,-6.448197090105653,4.403570531130021,88.76957279837288
2010-01-16,-5.643535014922964,1.6286367113267608,79.93226448355897
2010-01-17,-8.989080127983714,16.775945567999454,22.549381063462803
2010-01-18,31.6309922773969,1.2006572058853004,97.43431878808178
2010-01-19,28.907837547492527,15.019169186989842,94.03466256461437
2010-01-20,33.500607412340955,18.588506519632663,72.64694002410758
2010-01-21,14.889295723531715,9.9016035987084,54.35906079674394
2010-01-22,29.95792821083618,11.193358597381875,10.099999755155162
2010-01-23,13.073968112646591,9.034534205067356,53.72755924723642
2010-01-24,29.026458814322773,15.97420117432447,63.53231252835125
2010-01-25,-4.086278706553339,12.469600122093748,99.45831908462974
2010-01-26,21.99605106637619,5.565468731423051,21.962353334474507
2010-01-27,-2.8323356295476803,0.0293801228474044,17.993808774351315
2010-01-28,37.23344585247919,9.657354576830317,48.36865942029158
2010-01-29,16.092416087503583,17.882177647869327,77.58606000405358
2010-01-30,10.73309699952618,18.107263406453345,40.606329655751125
2010-01-31,3.2277806052313487,2.505939661069887,69.61242274218765
2010-02-01,28.711684471710832,17.21353934717378,90.04945479408079
2010-02-02,12.807516610827427,0.6886257159362841,81.38457919930153
2010-02-03,18.421697443432425,1.846985506804244,19.14362726716231
2010-02-04,-9.060509978182242,19.324416247290007,50.14677944287033
2010-02-05,20.881774853793853,7.739348143831095,13.41933889814874
2010-02-06,20.60478613612107,1.4156779330544178,25.17744919927961
2010-02-07,20.846699843737845,9.409107087070428,79.3639923866029
2010-02-08,37.18740392573121,0.9227403946951762,25.668381865328445
2010-02-09,14.889295723531715,9.9016035987084,54.35906079674394
2010-02-10,7.975395028689299,11.235004588717292,65.34806375770688
2010-02-11,14.889295723531715,9.9016035987084,54.35906079674394
2010-02-12,24.88155979636324,12.438251795765328,92.33399462965744
2010-02-13,-6.988726418536508,6.6939852768736285,15.26516626934726
2010-02-14,23.338335772283383,2.6495406576920555,92.731113231466
2010-02-15,23.531893480907968,19.68803716456676,20.24194484446321
2010-02-16,0.5191280536920448,4.998828309641947,91.07829850078978
2010-02-17,-3.5536851172573343,1.2395429214839335,43.1101834255354
2010-02-18,5.771417546209193,5.576732404006586,81.08567108226404
2010-02-19,8.18553854713113,5.034001118004232,45.48138717232042
2010-02-20,18.509838520893982,5.9929260843516,75.98408347458133
2010-02-21,11.930075673116018,7.113484624014925,86.71516798527048
2010-02-22,39.41869190296131,16.10330361559138,57.28949907185929
2010-02-23,-4.8977594625985965,1.1956887189560383,46.19256103451779
2010-02-24,0.4438378047417348,7.09065340131515,45.51693761235981
2010-02-25,-1.934524105750187,2.074910859304624,15.093258657993326
2010-02-26,22.65541627326992,19.6439329218008,11.333414536947078
2010-02-27,2.6645801269891063,2.879434646283064,76.92131208372776
2010-02-28,13.315538642815316,9.58069889617592,47.38595350621176
2010-03-01,2.2212796000801376,9.600868652078184,23.59834915889241
2010-03-02,-2.051520817724014,15.623564171369184,88.43832973795325
2010-03-03,-4.481242941784744,5.442917425826666,67.39945530066666
2010-03-04,22.81647947326367,14.755477150333393,52.70540035206462
2010-03-05,-3.09085243256931,0.5267711828171473,42.12864939285188
2010-03-06,-0.1708819159973256,18.54300875294647,41.027169373925815
2010-03-07,8.436258533048207,1.9791130251583544,43.42782526945346
2010-03-08,31.04966149239676,9.616590087571122,89.78989022763575
2010-03-09,-5.144936210346937,3.46859426523346,44.07437146693884
2010-03-10,31.8972453749402,7.372335459316483,11.738478794305008
2010-03-11,-5.195079605301847,12.840410335389736,23.04403224902806
2010-03-12,38.82297325066979,2.8494434995290296,41.15874123606736
2010-03-13,13.43256008238508,5.782170398608855,24.971698067782903
2010-03-14,38.83805440951686,13.583646654070195,84.06833154455443
2010-03-15,20.2422759872523,16.890890951942698,99.88584496783918
2010-03-16,26.963178969915084,11.85795524802031,40.07467187766533
2010-03-17,-8.040610387283966,10.45969330558047,53.66677133274018
2010-03-18,4.140348128820479,2.1921802453997885,14.285635046327988
2010-03-19,-3.990171939341555,2.930809231065325,27.50177025112192
2010-03-20,4.807009876107246,19.16382742315099,30.615445498939728
2010-03-21,-4.0636140522877975,0.0524972016729097,44.87346227337597
2010-03-22,5.899158969698801,9.688373726948583,84.3774948752554
2010-03-23,10.713149725733498,15.126849614842492,45.92892448195813
2010-03-24,-6.792625182560782,4.199260604125568,76.72857485813202
2010-03-25,24.62360596850099,9.19127432655727,57.57308979569029
2010-03-26,14.889295723531715,9.9016035987084,54.35906079674394
2010-03-27,14.889295723531715,9.9016035987084,54.35906079674394
2010-03-28,16.162402673334984,17.575025021323512,13.493062761779434
2010-03-29,-5.302974462077916,18.50312360144465,32.20034151177866
2010-03-30,18.797324777808964,14.986737008376537,19.110939828348997
2010-03-31,36.46480987881071,0.17273183434094,73.24013688254689
2010-04-01,5.928447622566184,12.578511354648317,61.23029690904979
2010-04-02,23.37051899818408,4.642237359611984,81.43196026576038
2010-04-03,-3.4101068797803915,5.343693182279312,46.23367541628169
2010-04-04,25.81636020592828,3.676079098082472,33.44429488622724
2010-04-05,4.470304647360056,11.448228569131826,87.49367699364643
2010-04-06,-0.8404318996441589,8.93437311906995,60.89774723635944
2010-04-07,19.32564674050416,3.871282187388676,52.56089174524639
2010-04-08,-8.994622690625322,18.65281862040236,90.22093741525198
2010-04-09,31.44700146086816,4.784463066388627,41.3031307038728
2010-04-10,-9.765226190372648,15.57477807014244,46.80119810251279
2010-04-11,23.890826839811503,0.493818005072586,33.17001205405579
2010-04-12,3.5003986596082424,3.669602170079138,21.94367675366975
2010-04-13,26.759701106129747,16.37732135026197,61.38064705555459
2010-04-14,38.10942725587192,10.728531122016957,92.92079188319248
2010-04-15,2.437657175997902,12.92215067500411,68.39220780327044
2010-04-16,18.807866720891845,8.577967827456112,69.74743811661926
2010-04-17,19.60209656359195,8.71264259381061,87.25814741176086
2010-04-18,18.61259528954367,2.5080802759693466,73.01089442325912
2010-04-19,1.1540816320309162,3.419852919367441,43.83463872499792
2010-04-20,37.63745057584925,18.37994153772382,82.29925976152954
2010-04-21,12.356268930881368,9.152642046682844,21.159763404726387
2010-04-22,32.32043362355639,9.44910178049606,88.4322044509461
2010-04-23,24.97396376587522,13.326615457915077,55.82276765611781
2010-04-24,4.871847542756683,0.2825391008066025,59.123930642914765
2010-04-25,30.68989098512386,10.653883067949051,93.04080421676512
2010-04-26,9.825287042349231,17.70671103781921,71.44119003792767
2010-04-27,34.05515985555808,8.346090003020123,17.03516363035615
2010-04-28,19.06364363179293,8.252073691187858,32.76154283943474
2010-04-29,34.08676809274264,9.066205092129604,73.96898543128324
2010-04-30,24.62657950388829,17.10204105008876,18.380894182692163
2010-05-01,26.26271399098203,12.200021723376588,33.51670848330494
2010-05-02,15.066219096335114,14.947018060268883,33.731837907018985
2010-05-03,37.8041817361612,14.363003148530936,73.69377088034074
2010-05-04,22.199509961481876,1.017194982753422,14.64609610558725
2010-05-05,11.192752427908983,19.53399251956859,41.048302761289385
2010-05-06,20.319660706396217,14.124163447917544,48.37356341414728
2010-05-07,-9.040340084533325,11.602504923574315,16.596351708417146
2010-05-08,5.0787408337274655,0.9035315989928572,51.25613844450636
2010-05-09,23.00867687463425,18.36162380677296,57.82669533440756
2010-05-10,4.503880360522203,9.391136327100735,97.37366977496409
2010-05-11,20.90077144994208,18.223847628339715,88.61663627523093
2010-05-12,11.438435047288309,8.368138671480445,93.74978698085592
2010-05-13,-3.2262967888774883,11.546100002560877,34.365697148090355
2010-05-14,4.914116297801538,17.874358590454673,23.515051583876293
2010-05-15,18.498245535063244,9.21661865748044,67.46431276097168
2010-05-16,19.54363806240866,3.59062806387084,28.13723953912498
2010-05-17,18.71626244247894,8.50129826826832,62.78338776417372
2010-05-18,22.66004099285668,7.632532583373244,27.61523512157746
2010-05-19,22.605163500084444,14.617261293977087,15.862962383173578
2010-05-20,11.570921771698696,16.81467253142542,50.403177831674576
